id,text,is,category2
514,Si va como que si fuera vicha que se toman foto enseñando los calzones.,1,0
515,"Buenos días mis bachilleres ""oficinistas"" que se creen buenísimas   que se maquillan en el bus y usan calzones de abuela   su padre y Maestro os saluda",1,0
516,Que tengas una bonita noche   asi como las fotos en calzones que te tomás para tu ganado putita.,1,0
517,Una de estas mujeres quiero 4X4   no una Barbie de vitrina de las que pasan solo pintándose las uñas y no lava ni el plato donde come   ni los calzones   mejor le pagan a una señora para que les hagan todo   con tal de no despintarse las uñas   mis respetos a esta bella mujer.,1,0
518,Comprarle calzones de puta a una niña de 17 años y esperar que no haga nada...,1,0
519,Estas escuálidas creen que porque están en un programa se imaginan que son inmunes y belleza   no son esos calzones lo que son   son remendadas...,1,0
520,Calzones mata pasiones.,1,0
521,Y a vos te van a bajar los calzones todos tus maridos pasmada   vos sos la que escribir sólo estupideces y pendejadas idiota.,1,0
522,Si usted sueña con el diablo en calzones usted lo quiere es coger señora.,1,0
523,Este tuit de la @user es culpa de la frente que se maneja   le ocupa más espacio que el cerebro...,1,0
524,A toda perra malnacida y venenosa le llegar su turno.,1,0
525,Más pendeja   venenosa y repugnante no podés ser...,1,0
526,Ya ponete a dieta @user estás tragando mucho...,1,0
527,Ardido quedó el Borracho-Drogo porque no se las prestó a él. Ni cosquillas le hubiera hecho a la Golosa Afro-Salvadoreña,1,0
528,La de rosa tiene plante de golosa,1,0
529,Si piensas que andar de bar en bar encontrarás un buen hombre mija   estás pendeja.,1,0
530,Si ya sabemos que tienes las tetas hechas pero y la cara de pendeja aún la tienes.,1,0
531,Jajajaja jajajaja jajajaja   esta loca borracha ha de estar para   hablar sandeces.,1,0
532,Pues a mí me gusta que sea borracha conmigo y que sea más puta pero solo conmigo...,1,0
533,Cara de machorra tiene.,1,0
534,Mujer menopausica a la vista.,1,0
535,Vieja menopausica   falta de marido.,1,0
536,"Pobre vieja menopausica...",1,0
537,Visceral la hormonal menopausica esa.,1,0
538,Vieja loca ridícula... busca oficio que hacer mejor.,1,0
539,Esa loquita alias la @user mal cogida   esta ya que anda en grinder buscando paloma ....,1,0
540,Vaya loka   ¿con cuál te identificas? Seguí discriminando los comentarios   y repito son comentarios machistas para vos   no soy yo el machista y eso no me define como tal. Pero volvamos a lo mismo   ¿con cuál se identifican ustedes viejas fodongas?,1,0
541,"Por tu vestuario de loka",1,0
542,Te extraño pero por pisona ya no vuelvo con vos,1,0
543,Si se llama pamela y no es pisona fracasó como mujer.,1,0
544,Típico que cortan y sales como locas desatadas en busca de nuevo masho.,1,0
545,Maldita Gorda fondonga HDP que no se apresura y la Pendeja que atiende tampoco,1,0
546,Ya se sabe el punto débil   que la enoja a esta señora   que le digan Gorda.,1,0
547,Vieja bajera malcriada pedante engreída y pa colmo feya,1,0
548,Aparte de sus fracasos como Alcaldesa de San Salvador   y como Ministra de Salud   esta vieja si que es feya!,1,0
549,Que FEYA tu esposa @user esperaba mejores gustos habiendo tantas chicas del Alianza,1,0
550,Si la señora es bien feya y modo pesado y aún así se cree diva   es una cortesía decirle un piropo,1,0
551,"Es que de forma general es muy dificil aunque no imposible   les detallo : Una mujer bien ""feya"" que quiera que un super guapo le haga caso o una Mujer Bonita que se deje de un viejo o marero   indiscutiblemente se trata de interes por dinero. Si hablamos de Amor es en otro planeta",1,0
552,Te equivocas gorda feya te están pidiendo a gritos q te vayas a la muy mierda,1,0
553,Q vieja puta mas feya!!!,1,0
554,Es como cuando no le haces caso a una puta por feya..se va con el primero que la agarre.. y despues anda hablando mierdas.,1,0
555,Si tu foto real no la pones porque sos feya con F de fundillo.,1,0
556,Pocta...asi como es de feya es de pendeja....,1,0
557,De linda ni el trasero tenes vieja feya,1,0
558,Me gustaría darte por ese trasero   fuera un placer te sentarás en mí cara.,1,0
559,Me encantaría darte asi de rico,1,0
560,puedo hacerle mcuhas cosas a ese culo tan rico,1,0
561,¿Por qué son tan bonitas y socadas?,1,0
562,Las mamas solteras son mas socadas que una chera sin hijos,1,0
563,Feas y socadas nadie las quieres... jajaja,1,0
564,Se la llevan de socadas y grandes mamonas las putas XD,1,0
565,"Hay mujeres q se la llevan de socadas.. Que ""hay yo no como platano"" ""hay yo soy virgen"" ""hay a mi nadie me toca"".. Esas son las mas putas!",1,0
566,Las niñas bonitas siempre son socadas... y las feas son ofrecidas hahahahha!,1,0
567,Aunque a veces solo se hacen las socadas y por dentro si quieren jajaja y se nota en la mirada,1,0
568,Espero despues no llore como niña lo que no defendió como hombre. ,1,0
569,Si hay pelito no hay delito,1,0
570,"Así muchas mujeres! Se dejan embarazar   tiene su bendición pero dolidas porque la dejo el papá de la niña   consiguen a otro que ""medio las quiere"" y este engendro viola a la hijastra y la madre bien gracias   porque el engendro es ""el amor de su vida"" y la niña no ",1,0
571,El problema no son los hijos   son las locas de la ex mujeres nanas de esos bichos   wacalas   locas dolidas (en muchos casos que yo he visto),1,0
572,Díganles que vayan a venderle el culo que para eso si sirven,1,0
573,Ellas sí son mujeres,1,0
574,Ni se quien putas es y he visto mejores.,1,0
575,Seguro ya no la quiere y ella de necia   es que tambiem a veces las mujeres tienen la culpa   les gusta el desprecio y el maltrato… seguro que el tipo no es primera vez que se la suena…,1,0
576,Estás como una mamasota,1,0
577,Puta y eso que no hubo alguien que le dijiera lo ridícula que se ve   como toda una morza se ve,1,0
578,Así como se lo metieron a tu mamá   allí estaba a la par mía mamando verga también,1,0
579,"Cómo es que una mujer tan bella   caiga en las redes de un maje como este. Adónde dejan el ""sexto sentido"" algunas mujeres.",1,0
580,Las mujeres estúpidas abundan,1,0
581,Da lástima la “mujer” q hace esto   rebajarse a tanto   habiendo tantos hombres se ponen a llorar   pelear   suicidarse   etc etc por un huevo parecen pendejas.,1,0
582,Estas pendejas del orto que les gusta el puterío la re puta madre,1,0
583,No hay hombres fieles solo hay mujeres pendejas,1,0
584,Mujeres pendejas   solo sirven para cocinar,1,0
585,Las mujeres solo sirven para dos cosas.1- ser golpeadas por mi. (Macho opresor )2- cocinarme la cena. (Con comal y todo ),1,0
586,La mujer es como un postre europeo: Delicado   bello   apetecible   delicioso y caro... por ello debe disfrutarce cada segundo a su lado.,1,0
587,Usted solo bichos para el acoston busca. Habemos los que si la trataran como princesa,1,0
588,Bichos ¿cuál es su piropo más creativo cuando le quieren dar vuelta a una cipota? ,1,0
589,Dichosos los que vivimos en la época donde veías una mujer guapa en la calle y le decías un piropo bonito o incluso hasta mamasita sabrosa y solo se ponían a reír y si eras afortunado te daban las gracias.,1,0
590,Si tienes plata es piropo   si sos acabado es acoso...,1,0
591,A veces no es coqueteo   solo es una manera de educación de decirle algo bonito a una mujer   lo malo que hay algunas que cualquier piropo lo toman muy en serio y se creen todo lo que les dicen   y ya van diciendo o acoso o que le gustan a alguien,1,0
592,Done! mujeres hablando de trip sexual y lo que sienten   yo sé   es una fantasía   las mujeres no sienten nada ¡está muy bueno! Y entiendo un tanto porqué sigo más sólo que la una... pero en fin   aceptarse es el primer paso   así que ya no la tengo chiquita amigas.,1,0
593,La lluvia al igual que las mujeres; sólo nos entusiasman,1,0
594,Las mujeres nunca se disculpan... solo duermen desnudas y tu decides si sigues enojado o no...,1,0
595,¿Que los hombres no sufrimos discriminación? Ja   hay empresas en las que solo contratan mujeres y ante eso nadie dice nada,1,0
596,Las mujeres son unas grandes engreídas uno les ayuda en el autobús ni gracias dicen las salvajes solo les gusta que hombres las hagan puños en los buses y el que las trata con respeto hasta como perro lo ven a uno que desgracia de salvadoreñas,1,0
597,"Excel es como las mujeres   hace todo el trabajo que le indiques siempre y cuando uses el lenguaje adecuado y las palabras exactas   ya luego sólo tienes que apretar un botón o arrastrar; a las mujeres igual   sólo que en lugar de arrastrar es “bajar el calzón""",1,0
598,¿Por qué las feministas hacen desvergue solo por mujeres asesinadas por hombres? y las que son asesinadas por las mismas mujeres no dicen ni mierda.,1,0
599,Ya no creo en el amor ni en las mujeres solo para hacerlo mierda sirven,1,0
600,Que barbaridad de mujeres. Con sólo no abrir las patas se evitan eso y punto.,1,0
601,Díganle a las feministas que estas si son verdaderas mujeres.  No solo luchan por su país   sino también por su hogar,1,0
602,Estas mujeres solo se preocupan mas por la apariencia   el buen vestir y llegar a modelar porque no se preparan intelectualmente   no leen   no estudian mas profundamente las leyes y articulos de nuestra constitucion bien dicen que para bruto nose estudia mucho,1,0
603,Hay mujeres que solo porque les digas buenos dias con una sonrisa   piensan que estas interesado en ellas   Aunque no sea asi,1,0
604,No me agrada ver a una chica fumando   eso le vota lo femenino   lo grandioso de una chica   la hace ver qué es una de las que hacen el amor por dinero.,1,0
605,"Una periodista ""bailarina"" de @user quiere que uno les demuestre   no sabe de fútbol",1,0
606,¿Colocha? Sería mejor: Greñuda,1,0
607,La elefanta le hubiera dicho,1,0
608,Tanto drama.. por algo que los salvadoreño es normal gorda   seca   chele   negro   bicho   animal   cipote...,1,0
609,La gordita ...peleándose ahorita en la @AsambleaSV con sus colegas diputadas...,1,0
610,2 horas de pleitos y dime que te diré...pobre gorda bailadora....que devengue y empiece a trabajar...,1,0
611,A esta @user le regalaremos una barra para que Baile y un canastito de Tomates. Es Bajera! que vergüenza esa Cueva de Ratas,1,0
612,Me bloqueó porque le dije que tenia lomo de chicote levanta caca.,1,0
613,Esa cerda necesita un anillo en el hocico   mucho bla bla no más puro veneno expulsa la cerda,1,0
614,A la puta como no va a estar enojada   se muere de la envidia   mire pues: a ver si reconoce este culito??,1,0
615,bruta.... pelionera,1,0
616,Fijate @twiter que viendola bailar en ese tik tok creo que esa chica es mala en la cama. Por eso su resentimiento!!!,1,0
617,La changa de la @user se comió todos los platos servidos para el pueblo   lo empobreció y llenó sus graneros de comida   por la vaca gorda de la @user y otras,1,0
618,"Es cierto   ni pena le da salir bailando a la ""tushuda"" de la @usuaria",1,0
619,Feya esa vetarra!,1,0
620,Como las viejas huevonas que usan manguera para lavar las aceras.,1,0
621,¿Y todas estas haraganas y vagas no tienen algo mejor que hacer???,1,0
622,Vayan a chingar a su madre viejas estupidas,1,0
623,Manden a toda esa escoria a la guerra   piden igualdad de género   ¿por qué no se apuntan para la guerra? asesinas de niños,1,0
624,Ahi deberían de andar los curas apoyando esas locas son iguales   ellas los abortan y los curas los abusan.,1,0
625,Si un hombre va en el carro el cambia la llanta pinchada. Si la niña va sola es obligación de los tatas enseñarle a cambiarla.,1,0
626,Con esto de la guerra en #UcraniaRussia ¿donde esta la igualdad de género?  Son los hombres el género desechable en este y en todos los conflictos.,1,0
627,"—¿Usted está a favor de disminuir la desigualdad entre hombres y mujeres?
—Por supuesto.
—¿Está a favor de las cuotas de género?
—Claro que sí.
—¿Eso no es contradictorio?",1,0
628,La Ideología de Género es la peor aberración salida de maniaticas mentes perversas. La idiología de género es satánica/depravada.,1,0
629,Quién te hiso tanto daño nena   no todos los hombres son iguales   sabias que también hay mujeres acosadoras   violadoras   maltratadoras etc. La maldad no tiene género   saludos!!!,1,0
630,"Las verdaderas hembras alfa   tracero nalguiable   papaya depilada   chiches de montaña   pezón de pancakes y cerebro activo nunca disen: ""Hoy no mi amor   por que estoy en mis dias""   nada !! ellas dicen: 'Echamelo papasito y ahorita hacemos el delicioso"".",1,0
631,Si la golpeada hubiera sido una mujer ¿pensaría distinto? . ¿Se buscaría una justificación? ¿Qué piensa?,1,0
632,Deja de repetir lo que vez en cuatrovisión hija!!!!. ¿Sabes qué significa la palabra régimen   y qué es democracia? Solo hablan y repiten lo que escucha. El salvador y su gobierno son tan democráticos que podés expresar tus barrabasadas y yo refutarte tal cual país libre !!!!,1,0
633,Ya aburren solo picándocela de víctimas,1,0
634,Pero las dirigentes d estos grupos también violentan a otras mujeres ¡vaya yo a saberlo!,1,0
635,Y todas estas haraganas y vagas no tienen algo mejor que hacer???,1,0
636,Hablamos de esas lindezas machistas   que tan acostumbradas estamos de escuchar. Algunas veces preferimos recibirlas con humor por lo descabelladas que suenan y antes de desfallecer en el intento por desmontarlas cada vez que nos topamos con ellas.,1,0
637,Pero cómo voy a ser machista si me he criado rodeado de mujeres,1,0
638,No todos somos iguales. Yo no soy un violador y nunca he pegado a una mujer,1,0
639,La violencia no tiene género. También hay mujeres que pegan y asesinan,1,0
640,Cuando las mujeres dicen NO quieren decir SÍ,1,0
641,¿Para cuándo un día del hombre?,1,0
642,en pelea de marido y mujer nadie se mete,1,0
643,“Ella también tiene que respetarse   se viste así y luego se quejan cuando les pasa algo”,1,0
644,“Todas las mujeres nacieron para ser mamá”,1,0
645,El “no” de una mujer significa: “ruégame un poco más”,1,0
646,Yo no soy machista porqué no golpeo a ninguna mujer,1,0
647,Hay carreras para hombres y carreras para mujeres,1,0
648,Detrás de un hombre hay una gran mujer,1,0
649,Los hombres no lloran,1,0
650,Ser mamá es lo más lindo de ser mujer,1,0
651,Se lo buscó por andar vestida así,1,0
652,Los hombres son más razón y las mujeres más emoción,1,0
653,Ese color es de mujer,1,0
654,Si un niño te trata mal es porque le gustas,1,0
655,“A las mujeres no hay que entenderlas   hay que quererlas” ,1,0
656,Esa mujer no es para casarse.,1,0
657,No hay mujer que sea fea   lo que pasa es que no saben vestirse ni maquillarse   aunque el maquillaje no es fundamental   su caracter y su personalidad hace la diferencia.,1,0
658,No hay mujer que sea fea   eso es por su forma de vestir a arreglarse lo que hace la diferencia.,1,0
659,La mayoría son esas viejas provocativas que salen ahí pero cuando tú te las pones claro te ignoran,1,0
660,¿Por qué les gusta venir a una red social   quedar de mujer abnegada y ejemplar?,1,0
661,En este día tan especial de las madres   queremos felicitar a esa persona abnegada   tierna   amorosa   abnegada y fiel con nosotros!!,1,0
662,La terrible muerte de la profsona y sus papas... Se me hace que es pasional,1,0
663,Ahí anda una página publicando casos de acoso    no veo emitiendo su opinión acerca del acoso que cometía la involucrada en el relajo de anoche   al punto de llevarla a intentar asesinar a otra persona por celos   que habría pasado si hubiera sido hombre el atacante....,1,0
664,¿La mataron por futbolista o por odio de género? O lo más común: ¿celos   cobrar seguro   drogas   pandillas   herencia? Ahí tienen 6 líneas de investigación básicas.,1,0
665,"Dos razones por las cuales las mujeres sientes celos: 1. Por todo.
2. Por nada.",1,0
666,Si estas conmigo jamás te voy a romper el corazón   el teléfono sí   por los celos   pero el corazón jamás.,1,0
667,Me salve por un pelito   tenia que ser mujer,1,0
668,Una mujer manejando   mi papá: con razón  una mujer   inútil tenía que ser,1,0
669,Aja tenía que ser una mujer quien emitiera un comentario como tal,1,0
670,Este Cerote ya anda con la regla,1,0
671,Ella andaba con la regla   ¿sí? ¿Todos estamos de acuerdo con eso verdad?,1,0
672,Son matados de la risa   acaban de estar puteando a esos jugadores   hoy los tienen de héroes   si pierden en la siguiente fecha   vuelven a putearlos; parece que los @user andan con la regla permanentemente,1,0
673,Busquen quienes son los chef’s a nivel mundial… Oh! Sorpresa   la gran mayoría son hombres. El patriarcado lo hizo de nuevo… ,1,0
674,Por que debe descalificar a quien no piensa como ud? Uds siempre andan hablando del patriarcado pero si alguien no coincide con sus posturas   se portan más autoritarias que eso que reclaman,1,0
675,Si tanto preocupa los embarazos por violacion   por que no proponen a la par de esta ley abortera   la pena de muerte para el violador? Con eso sí protegerían a las futuras víctimas y con el tiempo desaparecerian las reincidencias por violacion!,1,0
676,Expliquen como pueden tolerar si quiera la primera agresión. Son bonitas   inteligentes y autosificientes. Que les pasa?,1,0
677,Uno de hombre llega hasta donde la mujer lo permite así como hay mujeres que buscan placer en línea   también hay hombres he dicho caso cerrado,1,0
678,Mi ignorancia: no había visto   no sabía como lo importante y trascendencia del gran #Gatsby 😱😅y viene una frase de la película: “lo mejor que una niña puede ser en este mundo   es ser una hermosa y pequeña niña tonta.” 😱😅😍😍el macho en mi like esto 😉😅😂😂1,1,0
679,Ni licuadas sale una. Con el perdón que me merecen las mujeres de este medio. Pero   esto es un punto y aparte... REPITO   las disculpas del caso a las féminas del tuiter.,1,0
680,Me da asquito del recio ver tuiteros cuentiando a los culos de una manera tan sutil y básica   digna de facebookero maduro.,1,0
681,Cristo quita de la faz de la tierra a las calenturientas pubertas precozes :(,1,0
682,Soy un macho @user   como nueva definición del patriarca golpeador alfa   dictador familiar y opresor de allegados. ,1,0
683,Yo soy un macho de verdad   cuando mi vieja me dice «No vas»   no voy y ya   punto. No ando rogándole como mariquita.,1,0
684,Esos momentos de la vida en que todas (solo mujeres) están decorando para una boda. Y tu como macho alfa   pelo en pecho semental italiano   barba de leñador no tienes ni pura idea de que hacer...,1,0
685,Y vos sos SALVADOREÑO...! Dan más asco los que DESTRUYEN templos   asesinan inocentes   hacen actos inmorales en la vía pública   promueven como legal matrimonios degenerados   todo por la mal llamada igualdad de género. Por qué no te CALLAS...!,1,0
686,De las mujeres mejor ni digo nada   porque luego aparece la liga de la decencia en manada a querer defenderlas ,1,0
687,Ella te dijo que su nombre era Susana y a mi me dijo que su nombre era Mariana. Así o mas Peperecha,1,0
688,No se habla ni estudia la violencia física e intrafamiliar contra los Varones; la ONU   OEA   Feministas radicales y Progresistas   usando la Ideología de Género   promueven la desigualdad y violación de DD.HH. entre los 2 Sexos; pasando del perverso Machismo al pervertido Hembrismo.,1,0
689,"Estamos locos de atar
Somos trovadores que en tu ciudad
Damos pinceladas de color a tu gris realidad
Somos (mitad caballeros)
(Mitad bohemios y embusteros)
(No somos lo que un padre quiere para su hijita bebé)",1,0
690,Para las damas una botellita de las que le doy a mi bella esposa y para los caballeros algo más fuertesito un tequilita o vodka o cervecitas que dice,1,0
691,"¿Será que en sus días mozos fué ""taibolera""? Aunque por el  nombre más parece que fue bailarina de circo (nada malo en eso). Imagínense el anuncio: ""damas y caballeros y ahora   desde el lejano oriente viene a la pista para deleite de todos Uds. ¡Yaaahaaaira!",1,0
692,... esta mujer tan elegante   llena de diamantes y Cartier   esta hablando de los pobres en este momento...,1,0
693,Así quiero una esposa complaciente y trabajadora que me dé el mañanero,1,0
694,Quien es el policía? Las tres amantes? Y la tonta de la esposa que le soporta eso? Aquí preguntándome porque no cuentan bien el chisme ,1,0
695,"Todos los hombres queremos una mujer:
1. Trabajadora
2. Comprensiva
3. Que nos haga reir
4. Que nos ame
5. Que nos haga rico el amor
6. Y LO MAS IMPORTANTE ESAS MUJERES NO SE DEBEN CONOCER ENTRE ELLAS!!!",1,0
696,"Hagan el amor   no el chambre. Total y que se le junte el ganado al rejero y que las monte a todas.",1,0
697,Por la gran fruta   que marditooooo ese policilla jajaja. Es un crack   que nos de la clave de ser tan exitoso 😅🤣🤣🤣   con esposa y con 3 amantes !!! Haciendo las cuentas no sale jajaja. O era casaquero el maitro o cogia de gratis sin compromiso jajajaja. Esta bueno el chicle !!!,1,0
698,Y uno que pensaba que andar en patineta era un deporte extremo así como contestarle a tu esposa   jajajaja,1,0
699,"Soy absolutamente heterosexual y machista!!!!!!!
Mi orgullo fue siempre defender a mis mujeres! Esposa   hija   amigas   todas!!!!!
Lograr que me amen fue siempre mi orgullo!!!!
Los depravados no tienen género!!!!
Hacete hombre de verdad y deja de decir PELOTUDECES!!!!",1,0
700,Vaya vista más hermosa de esa su esposa.,1,0
701,Cocinar es única y exclusivamente actividad que corresponde a las mujeres. Los hombres no tenemos por qué estar metidos en la cocina. ,1,0
702,Ah bueno   sonare sexista pero hay mujeres que ni deberían opinar en temas de fútbol porque al parecer desconocen bastante. ,1,0
703,"Aborto y homicidio son lo mismo. 
La justicia no es sexista... Animo ",1,0
704,Hace poco leí algo que comentó sobre el pene en una publicación que lejos de ser sexista   sólo pretendía activar el morbo de forma divertida. Gurl   we all love dicks y ella está pretendiendo de los dedos hacia el teclado que no le encanta. #BitchPLEASE,1,0
705,Respondiendo a @user. Un artículo sexista marginativo y estigmatizante    ya q sólo incluye a la mujer dejando fuera al hombre   al niño   al adolecente y violenta el principio constitucional de igualdad de género    pobres diputados necesitan de la sala anterior.,1,0
706,La mejor forma de mostrar masculinidad es el tufo a sobaco   mientras más fuerte mas hombre ,1,0
707,Tu que manejas automáticos   feliz día de la mujer,1,0
708,"La fuente de la violencia NO ES la masculinidad   es la ignorancia   la irresponsabilidad   el abandono.
Los que atacan a una mujer o niño no lo hacen por ser masculino   lo hacen por bajeza humana y esto último se hace de cualquier pretexto para existir y autojustificarse.",1,0
709,El rol de madre lo da una mujer y el rol de padre un hombre...por razones naturales,1,0
710,El padre es responsable de la provisión   de la justicia de la disciplina   el orden   la madre de la cohesión   del cuido de los recursos   del apoyo emocional   uno aporta la masculinidad el otro la feminidad... en todo caso complementariedad,1,0
711,Todo lo explicado   sin ningún respaldo bíblico   por eso la crítica   el hombre es la cabeza del hogar   así como Jesús es la cabeza de la iglesia   y el hombre debe de tratar a la mujer como vaso frágil   los hijos son guiados por ambos padres   ambos son necesarios en ambos sexos.,1,0
712,Y si la mujer genéticamente tiene testículos   próstata y expulse esperma por su pene que era clítoris   hasta ahí creeré que una mujer es hombre en pocas palabras tus derechos terminan hasta que te metes con los míos,1,0
713,Me da risa las niñas que siguen esperando que llegue el principe azul super guapo que las trate bonito sólo a ellas ellas pero ellas contestan todos los mensajes y tratan a todos de bebé   lindo   guapo y más.,1,0
714,Las mujeres son tan complicadas que cuando se les aparece el príncipe azul no es del tono de azul que ellas querian!,1,0
715,& luego te das cuenta que principe azul & barba azul son el mismo. & no puedes amarlo   a menos que ames sus dos versiones,1,0
716,Galan fuera   si te ven buen vehiculo ya vas en algo pero si andas carcacha resta puntos y asi sucesivamente se va formando el principe azul en sus ojos y mente,1,0
717,La mayor bendición de una mujer es ser madre   y la mayor dicha de un hijo es contar con ella.,1,0
718,El problema no es ser mujer el problema es que a todo el que les escribe en las redes sociales y les invita a salir van sin antes indagar y ni tan siquiera utilizan lugares públicos para verlos en la mayoría de los casos,1,0
719,Hoy leía que falta empatia hacia las féminas de parte de los hombres en el transporte publico    yo creo que esta en la educación en casa. Estoy seguro que habemos muchos hombres que cedemos el asiento a un mujer con bebe en brazos o que es anciana por ejemplo.,1,0
720,El 95% en la barra del hotel son niñas de colegio privado con las hormonas a 100. También mucho chamaquito con papás pudientes mirando mal. Me huele a fiscal y las cárceles aquí están difíciles. Aunque tenga permiso   mejor me voy a dormir.,1,0
721,Lamentablemente hay mujeres que  solo hormonas tienen y no cerebro   y celebran hacer esto. Me indigna.,1,0
722,No se Marce   yo realmente conozco niñas de esa edad que parecen estar dejándose llevar por sus hormonas rápidamente desarrolladas... hay que estar claros que en nuestros tiempos y con el internet ha dado la pauta a que cada vez se den más casos de este tipo... ,1,0
723,Aparte cobarde la tipa al opinar sin saber y poner candado xD,1,0
724,Me disculpa   bessy pero aveces   ellas buscan y seducen al hombre en la forma como se visten   y ala vez es culpa de la educacion de los padres,1,0
725,Es producto del sistema promiscuo en el que viven   los mismos padres visten a sus hijas así   les enseñan a bailar de una manera sexy   viven entre el alcohol y drogas   el sexo incluso se da entre hermanos   primos y padres   es un ciclo de generación a lo que se han expuesto.,1,0
726,Muy mal debe estar para expresar semejantes barbaridades señora la tasa de homicidios a nivel a nivel mundial es un 23% mayor en hombres q en mujeres   y discúlpeme pero si las dejaron con hijos es porque no se fijaron bien a quien le abrían las piernas,1,0
727,Mejor mantenga las piernas cerraditas y sepa elegir hombre no solo se deje llevar por la calentura.,1,0
728,"Una mujer cuando quiere ganarse un puesto en la vida   se enfoca y esfuerza hasta alcanzarlo; no vive esperando que llegue un hombre para que le resuelva la vida.
Hoy en día; se ha confundido la violencia en general; cuando hay un crimen en contra de una mujer.",1,0
729,Que vergüenza que una persona de su nivel se tome en serio la tontearía del relato feminista sobre el patriarcado del cual acusan al gobierno   al mismo que le piden leyes como la LEIV para que las proteja de manera privilegiada sobre los demás ciudadanos,1,0
730,Y acaso con abortar le solucionan el problema a la menor abusada? Acaso con eso el agresor nunca lo volverá hacer? Por qué no piden la pena de muerte para el violador o al pedofilo? Y que de las irresponsables que tienen sexo sin protección? En ese caso que? Abortar no soluciona!,1,0
731,si muy posible las ninas ya de 12 por parte de la falta de educacion sexual como andan calenturientas igual que los varoncitos solo abrir las patitas y ya   Aqui en la USA les dan como tarea y con calificacion el cuidar un muñeco por un mes creo   y si lo dejan llorar   pierden,1,0
732,Preciosa    abri las piernas cuando te le tomen video a la concha   yo la quiero ver abiertita...,1,0
733,¿Como? abren las piernas a el que quieran   por que son libres y hacen con su cuerpo lo que quieran (ni puta por coger) pero las embarazan y la hora de dar la cara a la responsabilidad creada de una irresponsabilidad   se creen en derecho de interrumpir la concepción de una vida...,1,0
734,Una noche estáva viendo un video por o en mi amaca llegó mi hijastra y se acostó en la amaca con migo puso su espalda sobre mi pecho y sus nalgitas ya saben adonde   continúe viendo el video con ella y luego. Seguimos viendo videos por momentos ella solo apretaba las piernas,1,0
735,En un cargo público debe ser puesto el más idóneo   no por lo que tiene entre las piernas! ,1,0
736,Y que cree que hacemos todos los días en este país   inundado de odio   corrupción   mafias y maras... Es un estrés ir en el bus viendo de un lado al otro   ir en carro con vidrios cerrados y sin aire. Las mujeres NO se visten Indecorosamente por que eso atrae al hombre....,1,0
737,Qué es culpa de ellas que las acosen y que ellas desaparecen de sus casas por qué se acompañan....,1,0
738,"""el hombre siempre te va a decir: vos no podes   sos mujer""",1,0
739,"Las mujeres ""Bonitas"" no toman🍺   no fuman🚬   no dicen groserías",1,0
740,"""que la belleza(bonita) y la inteligencia no van juntas """,1,0
741,"Igualdad de género 👌
Mientras tanto en bulevar constitución   ella trabajando para cambiar la llanta y él hasta buscando la sombra para no asolearse...😳
Así las nuevas generaciones   las mujeres cada vez más empoderadas y los hombres más princesos…",1,0
742,Mujeres quieranse no dejen que ningún idiota mal nacido les ponga una mano en sima nosotras valemos mucho,1,0
743,"Sobre el discurso de ""con mujeres presidentas no pasarían estas cosas"" sólo pienso en esta awuelita escocesa diciendo ""le pondría una estaca en el corazón y ajo en el cuello para aseguarme que nunca regrese""   sobre Margaret Thatcher justo en su funeral",1,0
744,"Al menos en mi caso   no soy proclive a ensañarse en las niñas o mujeres que por una u otra razón   abortaron.
Soy más dado a proteger   evitar el asesinato de esas criaturas inocentes   que pueden venir a mejorar el mundo; promover el amor a la vida   a los hijos   a la familia.",1,0
745,"Creo que la MUJERES en general son blancos perfectos para la delincuencia pues son un poquito más vulnerables.
 Mi única recomendación mujeres no anden exponiendo",1,0
746,Las mujeres tenemos mucho que aportar a la política,1,0
747,¿Quién entiende a las mujeres?,1,0
748,Perdón pero   creo que es una burla ver mujeres lideres del sector privado estar compartiendo puestos con tiktokeras en una lista de mujeres influyentes... digo... yo quiero que mi hija sea una CEO   no que baile en redes sociales,1,0
749,Ni las #mujeres son juguetes   ni los #hombres son cajeros automáticos. #sépanlo,1,0
750,A todas las niñas del mundo   Dios ilumine su camino para ser las mujeres de bien que deseamos los padres.,1,0
751,Vergüenza de mujeres que   aprovechando la actual coyuntura   de la nada se declaran “feministas” para según ellas   derrotar al contrincante político. De Feminismo   ni la más mínima idea.,1,0
752,lavadoras de dos patas,1,0
753,Es algo sexista eso de jubilarse 5 años mas tardes   todo por que uno nacio con pene o con vagina te beneficia con una jubilacion anticipada   es decir que un hombre ademas de vivir menos que la mujer aporta 5 años mas y se jubila con la misma jubilacion.,1,0
754,hoy por hoy todo se comparte   si hablamos de igualdad de derchos no es justo que un hombre que vive menos tenga que trabajar mas que una mujer   nadie te obliga a tener hijos es una eleccion personal de cada uno,1,0
755,prefiero lavar baños que ser influencer   tiktokera   candidata a diputada de esas que no pagan lo que deben y estafan a los emprendedores,1,0
756,MUJERES. Ustedes la creación mas linda de Dios,1,0
757,las mujeres deben quedarse en casa cuidando los niños,1,0
758,Mujeres periodistas también han recibido mensajes en sus redes sociales en los que se le ha dicho: esperamos que un grupo de pandilleros te viole a ti y a tu mamá,1,0
759,"Vigilante a una mujer: ""Usted va a entrar ¿A que viene? Si cree que pueda comprar entre entonces a ver si puede",1,0
